PRIMARY_KEY,STATE,Region,YEAR,ENROLL,TOTAL_REVENUE,TOTAL_REVENUE_PS,FEDERAL_REVENUE,FEDERAL_REVENUE_PS,STATE_REVENUE,STATE_REVENUE_PS,LOCAL_REVENUE,LOCAL_REVENUE_PS,TOTAL_EXPENDITURE,TOTAL_EXPENDITURE_PS,INSTRUCTION_EXPENDITURE,INSTRUCTION_EXPENDITURE_PS,SUPPORT_SERVICES_EXPENDITURE,SUPPORT_SERVICES_EXP_PS,OTHER_EXPENDITURE,OTHER_EXPENDITURE_PS,CAPITAL_OUTLAY_EXPENDITURE,CAPITAL_OUTLAY_EXP_PS,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1999_GEORGIA,GEORGIA,South,1999,1401291,10380164,7.909280914,672868,0.512699224,5148120,3.922667047,4559176,3.473914644,10106670,7.700889132,5328497,4.060107299,2710664,2.065420454,516763,0.393753291,1354872,1.032359725,31359,110359,116517,106688,72351,902312,378732,1312403,215.4558617,262.4660209,209.8187039,256.7349114
2000_GEORGIA,GEORGIA,South,2000,1422941,11197766,8.394272165,710741,0.532798542,5406709,4.053075128,5080316,3.808398496,10884510,8.159443529,5701293,4.273906522,2931538,2.197592612,546396,0.409599266,1520834,1.140075129,32248,110960,116678,109124,72317,916775,384954,1333977,219.5567571,266.3320473,214.8184375,256.7349114
2001_GEORGIA,GEORGIA,South,2001,1444937,12271962,9.027079114,758799,0.558161654,5945868,4.373695163,5567295,4.095222298,11853800,8.719485149,6336556,4.661079648,3131291,2.303332718,566956,0.417044696,1620496,1.1920136,33310,111173,116886,112145,75814,930712,395439,1359461,219.5567571,266.3320473,214.8184375,256.7349114
2002_GEORGIA,GEORGIA,South,2002,1470634,13042229,9.442406099,904826,0.65508239,6361710,4.605796241,5775693,4.181527468,12690343,9.187645159,6894589,4.991593785,3341604,2.41927833,616115,0.446059338,1659378,1.201368336,34745,114772,118053,116150,78455,939044,407451,1381240,219.5567571,266.3320473,214.8184375,256.7349114
2003_GEORGIA,GEORGIA,South,2003,1495819,13524807,9.634686649,1051973,0.749395553,6551699,4.66724345,5921135,4.218047646,13516783,9.62897058,7352918,5.238009007,3615906,2.575868274,649880,0.462955971,1705482,1.21493672,36486,118849,117201,120694,81381,947846,419430,1403762,230.2549768,269.6770092,213.5972193,257.998089
2004_GEORGIA,GEORGIA,South,2004,1522424,14136215,9.878957358,1201843,0.839896376,6333305,4.425969047,6601067,4.613091935,13779680,9.629796316,7492703,5.236203145,3675160,2.56835008,659431,0.460836987,1767711,1.235347764,37791,122495,116129,122432,83872,958093,435058,1430942,230.2549768,269.6770092,213.5972193,257.998089
2005_GEORGIA,GEORGIA,South,2005,1552758,14724731,10.01638772,1375318,0.935549745,6449103,4.386953901,6900310,4.693884076,14492666,9.858527248,7886069,5.364439235,3954215,2.689825069,658022,0.447614526,1794894,1.220963169,38633,128397,119028,123678,87800,978416,453015,1470064,233.6357378,272.1915644,214.4309205,250.4310564
2006_GEORGIA,GEORGIA,South,2006,1597682,16165924,10.78660229,1455212,0.97098026,7136011,4.761454563,7574701,5.054167467,15839227,10.56861595,8583817,5.727493221,4432252,2.957389851,708588,0.4728005,1930006,1.287783311,39318,130453,121155,126903,90402,996737,462649,1498704,233.6357378,272.1915644,214.4309205,250.4310564
2007_GEORGIA,GEORGIA,South,2007,1628409,17755989,11.68312434,1475463,0.97082836,7907177,5.202781554,8373349,5.509514422,17389530,11.44200084,9507096,6.255499744,4672304,3.074292768,757339,0.498315566,2271958,1.494907876,39908,129791,125404,124544,95443,1008878,471012,1519798,235.2090171,274.7786646,218.8881713,266.4078816
2008_GEORGIA,GEORGIA,South,2008,1646010,18683630,12.23987459,1449557,0.949622524,8432720,5.524378036,8801353,5.765874025,19172087,12.55986874,10289480,6.740764228,5115445,3.351190601,813562,0.532974419,2703375,1.771014035,40726,129336,127285,123857,96131,1015622,470108,1526456,235.2090171,274.7786646,218.8881713,266.4078816
2009_GEORGIA,GEORGIA,South,2009,1649598,17972839,11.69832526,1644548,1.070418392,7739086,5.037286834,8589205,5.590620037,19025136,12.38325392,10063924,6.550498581,5135180,3.342432763,837062,0.544834544,2712073,1.765258794,41940,131325,130091,124084,97779,1021486,472934,1536360,236.0295729,277.5611997,217.8481057,271.8101332
2010_GEORGIA,GEORGIA,South,2010,1660643,17839851,11.5463882,2598486,1.681803737,6739406,4.36190851,8501959,5.50267595,17834488,11.54291713,9841382,6.369583297,5059938,3.274915715,822517,0.532353133,1814143,1.174157751,42816,132008,131326,123794,100392,1027655,474588,1545059,236.0295729,277.5611997,217.8481057,271.8101332
2011_GEORGIA,GEORGIA,South,2011,1666039,18030043,11.61996115,2267161,1.461134771,7492489,4.828742289,8270393,5.330084091,17187481,11.07694871,9671343,6.232965165,5005101,3.225676122,874605,0.563663443,1368395,0.881900101,45353,133372,128827,126785,98625,1032525,473766,1551644,238.3665421,278.4836192,220.8107201,265.8394755
2012_GEORGIA,GEORGIA,South,2012,1669156,17559894,11.20967127,1862297,1.188830478,7455147,4.759125947,8242450,5.261714847,17400209,11.10773351,9611118,6.135428457,5043644,3.219700031,917885,0.585948248,1566020,0.999696775,45252,136837,128538,128432,101078,1040200,481043,1566495,238.3665421,278.4836192,220.8107201,265.8394755
2013_GEORGIA,GEORGIA,South,2013,1682620,17459504,10.99983808,1805878,1.1377394,7580785,4.776046763,8072841,5.086051922,17317504,10.91037523,9555687,6.020274676,4956142,3.122468973,932291,0.587362049,1632844,1.028724505,45427,136658,129329,131295,103094,1051792,490032,1587251,240.0472366,279.1791109,221.8367125,247.7391537
2014_GEORGIA,GEORGIA,South,2014,1699185,17821620,11.0636874,1804212,1.120057412,7837335,4.865428871,8180073,5.078201116,17668352,10.9685384,9635641,5.98181983,5197804,3.22680422,967343,0.60052793,1642099,1.019417428,46150,133616,131377,133128,106405,1063066,501605,1610821,240.0472366,279.1791109,221.8367125,247.7391537
2015_GEORGIA,GEORGIA,South,2015,1717805,18584666,11.41249496,1831221,1.124518484,8310872,5.103550679,8442573,5.184425794,18501103,11.36118049,10081483,6.190849698,5324072,3.269412797,996277,0.611795027,1879063,1.153897359,46685,128788,134343,131509,109345,1067899,513865,1628449,236.4525193,278.7117968,222.0134973,277.1913634
1993_HAWAII,HAWAII,West,1993,177448,1062475,6.434874509,76183,0.461401957,962375,5.828619361,23917,0.144853191,1063090,6.438599254,580597,3.516382819,304362,1.843366927,95700,0.57960657,82431,0.499242938,532,15199,14813,13245,10201,115852,48728,165112,214.0566661,257.4108874,200.8802722,260.800208
1994_HAWAII,HAWAII,West,1994,181212,1133949,6.748330695,77993,0.464150112,1025813,6.104794268,30143,0.179386315,1146267,6.821637288,615270,3.661580394,322736,1.920658914,93482,0.556327886,114779,0.683070093,631,15678,14572,13592,10473,117320,50083,168034,214.0566661,257.4108874,200.8802722,260.800208
1995_HAWAII,HAWAII,West,1995,183869,1173579,6.881829323,82547,0.48405294,1062296,6.229269408,28736,0.168506975,1157159,6.785542974,636952,3.73506594,328579,1.926776636,96922,0.568347475,94706,0.555352923,609,16562,14867,13793,10478,118453,51471,170533,214.0566661,257.4108874,200.8802722,260.800208
1996_HAWAII,HAWAII,West,1996,187104,1199019,6.994219215,91391,0.533109724,1079097,6.294680044,28531,0.166429446,1231550,7.1839818,671105,3.914746544,328131,1.914081549,103048,0.601108324,129266,0.754045383,694,16129,14864,13786,10466,119309,51427,171430,214.9655616,262.1300817,199.7016816,260.800208
1997_HAWAII,HAWAII,West,1997,187653,1213792,6.963529864,95795,0.549576322,1088410,6.244212797,29587,0.169740745,1241375,7.121773652,685225,3.931138738,326596,1.87368264,105850,0.6072619,123704,0.709690374,606,15473,15127,13829,10266,120253,53448,174307,214.9655616,262.1300817,199.7016816,260.800208
1998_HAWAII,HAWAII,West,1998,189887,1279125,7.395923677,107149,0.619537439,1141001,6.597288234,30975,0.179098005,1266378,7.322220295,712023,4.116929748,328519,1.899502746,104350,0.60335357,121486,0.70243423,674,15019,15215,13339,10384,118938,53338,172950,214.9655616,262.1300817,199.7016816,260.800208
1999_HAWAII,HAWAII,West,1999,188069,1328572,7.762935089,130547,0.762794856,1166940,6.818508499,31085,0.181631735,1357649,7.932833946,718107,4.195947249,350077,2.045523334,108410,0.633446884,181055,1.057916479,824,14618,15703,13175,10818,117754,52565,171143,214.9655616,262.1300817,199.7016816,260.800208
2000_HAWAII,HAWAII,West,2000,185860,1404895,8.253892251,127042,0.746383879,1247256,7.327748076,30597,0.179760296,1363511,8.0107573,765134,4.495235298,373038,2.191633864,109367,0.642541566,115972,0.681346572,840,14071,15291,13424,10408,117339,52031,170210,215.8467986,262.7725605,207.5854427,260.1348707
2001_HAWAII,HAWAII,West,2001,184360,1682332,9.860688119,140953,0.826170799,1511318,8.858320145,30061,0.176197175,1363164,7.989941973,732512,4.293488072,412203,2.416054159,105505,0.618398687,112944,0.662001055,917,13822,14886,13705,10632,117080,52613,170610,215.8467986,262.7725605,207.5854427,260.1348707
2002_HAWAII,HAWAII,West,2002,184546,1889600,11.09213114,170152,0.998808371,1684226,9.886566288,35222,0.206756479,1436637,8.433195386,815123,4.784849285,457784,2.687235479,121615,0.713891579,42115,0.247219043,1031,13377,14653,13875,10401,116402,52922,170355,215.8467986,262.7725605,207.5854427,260.1348707
2003_HAWAII,HAWAII,West,2003,183829,2078877,12.24640951,170377,1.003670017,1873318,11.03548665,35182,0.207252848,1602392,9.439494798,888473,5.233885505,521929,3.074619744,128941,0.759575621,63049,0.371413928,1175,13779,14538,14543,10627,115060,53519,169754,226.8346102,265.728581,208.2595675,251.0075004
2004_HAWAII,HAWAII,West,2004,183609,2138137,12.6224947,236470,1.396000968,1850737,10.92582841,50930,0.300665325,1734591,10.24016034,943647,5.570821354,544864,3.216605369,129740,0.765920267,116340,0.686813349,1288,13576,14289,14422,10794,113811,54292,169391,226.8346102,265.728581,208.2595675,251.0075004
2005_HAWAII,HAWAII,West,2005,183185,2274166,13.5044685,236973,1.407194732,1986615,11.79693113,50578,0.300342635,1765805,10.48571564,1007207,5.981003676,559178,3.320514724,137949,0.81916972,61471,0.365027524,1412,14236,14127,13696,10899,111731,55258,168401,230.0968754,265.6293191,209.5787676,264.7581061
2006_HAWAII,HAWAII,West,2006,182818,2705532,16.23949292,225393,1.352882919,2431735,14.59607328,48404,0.290536728,1939968,11.644326,1077351,6.466615047,643718,3.863807157,143911,0.863801155,74988,0.45010264,1486,13953,13687,13512,10675,110480,54636,166602,230.0968754,265.6293191,209.5787676,264.7581061
2007_HAWAII,HAWAII,West,2007,180728,2985593,18.13197578,256696,1.558955174,2681049,16.28243218,47848,0.290588428,2199604,13.35854098,1177781,7.152849222,732536,4.448806321,151243,0.918522522,138044,0.83836292,1531,15042,13652,13420,11234,108882,54246,164659,234.286135,268.7720134,213.496555,267.0556914
2008_HAWAII,HAWAII,West,2008,179897,2541703,15.51512321,310732,1.89677758,2154313,13.15040807,76658,0.467937566,2242408,13.68815964,1281836,7.82461345,742938,4.535059608,123179,0.751912148,94455,0.576574432,1607,15475,13739,12665,11326,108733,53481,163821,234.286135,268.7720134,213.496555,267.0556914
2009_HAWAII,HAWAII,West,2009,179478,2689758,16.39716407,392837,2.39479267,2205032,13.44220242,91889,0.560168985,2318671,14.13496263,1402305,8.548659457,718309,4.378918299,129473,0.789286629,68584,0.418098246,1547,15970,14249,12967,10621,109861,52630,164038,235.6797808,273.7586067,210.6164187,264.9989661
2010_HAWAII,HAWAII,West,2010,180196,2564856,15.70082885,382400,2.340870971,2093300,12.81418725,89156,0.545770639,2215458,13.56198044,1321657,8.090555712,697833,4.27180181,123051,0.753259712,72917,0.446363202,1393,16028,13457,12567,10818,109990,51975,163358,235.6797808,273.7586067,210.6164187,264.9989661
2011_HAWAII,HAWAII,West,2011,179601,2499513,15.0886662,347363,2.096906221,2088870,12.60976125,63280,0.381998732,2259104,13.63740304,1253534,7.567136519,786284,4.746515348,133810,0.807763122,85476,0.515988047,1492,16827,14353,12783,11084,112565,51598,165655,238.8219278,277.8362111,213.6145712,242.0563682
2012_HAWAII,HAWAII,West,2012,182706,2535038,15.17623324,318728,1.90809387,2161254,12.93854167,55056,0.329597701,2344733,14.03695522,1262938,7.56069205,814511,4.876143439,143188,0.857207854,124096,0.742911877,1509,17497,14572,12791,10721,114462,51069,167040,238.8219278,277.8362111,213.6145712,242.0563682
2013_HAWAII,HAWAII,West,2013,184760,2331770,13.79312997,310778,1.838346554,1962923,11.61128758,58069,0.343495827,2345917,13.87681378,1283872,7.594494034,770643,4.558588135,144746,0.856216689,146656,0.867514921,1577,17561,14810,13228,10925,116670,50806,169053,243.3086189,281.4129223,214.8438799,276.9943674
2014_HAWAII,HAWAII,West,2014,186825,2696766,15.82720614,286988,1.684320492,2354601,13.81905416,55177,0.32383149,2504144,14.69671573,1386369,8.136541306,798677,4.687401695,145898,0.856269221,173200,1.01650351,1489,11661,15221,12587,10644,117974,50925,170388,243.3086189,281.4129223,214.8438799,276.9943674
2015_HAWAII,HAWAII,West,2015,182384,2703683,16.2160332,259390,1.555758146,2381547,14.28393981,62746,0.376335251,2521004,15.12036898,1377713,8.263187568,835930,5.013704874,145560,0.873033485,161801,0.970443054,1586,14860,15196,13129,10741,114924,50219,166729,237.8958068,279.340145,215.124313,263.3830014
1993_IDAHO,IDAHO,West,1993,231632,890835,4.077701234,72747,0.332991555,547454,2.505911702,270634,1.238797977,899819,4.118824526,499914,2.288302474,260805,1.193806788,41238,0.188762502,81359,0.372412057,1389,17039,18665,19185,15044,147789,69287,218465,221.5625345,275.0902941,220.217617,255.7265305
1994_IDAHO,IDAHO,West,1994,236774,949999,4.256496765,77626,0.347805438,576106,2.581258849,296267,1.327432478,974781,4.367533201,538783,2.414032116,273654,1.226114307,44562,0.199661272,99924,0.447712243,1501,17260,18361,19680,15780,150126,71561,223188,221.5625345,275.0902941,220.217617,255.7265305
1995_IDAHO,IDAHO,West,1995,240448,1083215,4.806875618,80861,0.358828828,665768,2.954412528,336586,1.493634262,1108075,4.917194371,602038,2.671604237,301143,1.336352381,46107,0.204604454,134550,0.597079171,1665,17750,17640,20129,16093,150141,73541,225347,221.5625345,275.0902941,220.217617,255.7265305
1996_IDAHO,IDAHO,West,1996,243097,1134052,4.980684264,80486,0.353489393,718218,3.154367781,335348,1.472827089,1198223,5.262519215,642377,2.821278932,327291,1.437441258,47750,0.209714963,157468,0.691589442,1689,17562,18085,19998,17075,150168,75833,227690,221.5625345,275.0902941,220.217617,255.7265305
1997_IDAHO,IDAHO,West,1997,245252,1200186,5.289399922,80754,0.355895004,747250,3.293242957,372182,1.640261961,1293705,5.701552198,680063,2.99713976,353044,1.555917921,51999,0.229167401,178703,0.787570955,2109,17499,18527,19696,17020,149216,75579,226904,221.5625345,275.0902941,220.217617,255.7265305
1998_IDAHO,IDAHO,West,1998,244403,1310960,5.764894197,90011,0.395819774,822017,3.614786899,398932,1.754287524,1342719,5.90455313,714369,3.141409122,377484,1.659970801,53790,0.236539375,165324,0.727005682,2123,17318,18510,19073,17255,149163,76118,227404,221.5625345,275.0902941,220.217617,255.7265305
1999_IDAHO,IDAHO,West,1999,244623,1405250,6.160783179,96761,0.424211735,867752,3.804328002,440737,1.932243441,1409367,6.178832597,763181,3.345876298,408262,1.789869178,57605,0.252547173,148467,0.650896991,2158,17024,19125,18589,17811,149624,76314,228096,221.5625345,275.0902941,220.217617,255.7265305
2000_IDAHO,IDAHO,West,2000,245226,1452222,6.369143323,109898,0.481989746,888384,3.896267253,453940,1.990886325,1467977,6.438241473,798629,3.502620511,425211,1.864886912,59735,0.261985273,153472,0.673096237,2174,17093,18964,19045,17371,151139,74696,228009,226.8937845,277.9179135,220.217617,250.4508033
2001_IDAHO,IDAHO,West,2001,243926,1571348,6.872225041,123520,0.540209576,964414,4.217824467,483414,2.114190998,1535485,6.715379704,853733,3.733765723,461819,2.019746164,64896,0.283819953,124442,0.544241905,2341,17869,18974,19592,17628,151213,75098,228652,226.8937845,277.9179135,220.217617,250.4508033
2002_IDAHO,IDAHO,West,2002,244937,1625444,7.047567844,138930,0.602369937,988386,4.285424408,498128,2.159773499,1666027,7.22352681,896815,3.888392683,499035,2.163706051,67785,0.293900858,167918,0.728055533,2517,17965,18849,19647,17484,152767,75355,230639,226.8937845,277.9179135,220.217617,250.4508033
2003_IDAHO,IDAHO,West,2003,248515,1685984,7.219560656,162530,0.695970539,994022,4.256506659,529432,2.267083458,1726941,7.394942834,924434,3.95852353,510284,2.18508971,69672,0.298342825,185850,0.79582923,2672,18590,18710,20091,17462,154162,76696,233530,234.9437647,279.9392668,218.2598855,267.5926409
2004_IDAHO,IDAHO,West,2004,252037,1733838,7.331827927,177528,0.750707245,1007906,4.262101395,548404,2.319019287,1744954,7.378833818,943113,3.98811321,507529,2.14617242,72821,0.307935944,183197,0.774679573,2585,19603,18856,20299,17506,156033,77863,236481,234.9437647,279.9392668,218.2598855,267.5926409
2005_IDAHO,IDAHO,West,2005,253782,1796035,7.421785574,192039,0.793565983,1023550,4.229632844,580446,2.398586748,1819519,7.518828901,989703,4.089766317,531569,2.1966115,77321,0.319514866,181622,0.750519639,2784,19987,19860,20674,17876,160058,79153,241995,241.6501157,280.9668966,221.8595114,264.0127592
2006_IDAHO,IDAHO,West,2006,258314,1875346,7.609191018,201040,0.81571708,1046128,4.244650204,628178,2.548823735,1903720,7.724318139,1027985,4.171035227,557225,2.260932897,82623,0.335241704,189807,0.770139334,2787,20922,19989,20540,18322,163296,80375,246458,241.6501157,280.9668966,221.8595114,264.0127592
2007_IDAHO,IDAHO,West,2007,262935,2011951,8.021365579,202977,0.809240743,1338182,5.335143367,470792,1.876981469,1960472,7.816126049,1069134,4.262486843,590192,2.353012471,86738,0.345812203,163583,0.652182407,2880,21295,20658,20557,18598,166996,80948,250824,240.9028435,283.5075958,223.4040653,264.5448307
2008_IDAHO,IDAHO,West,2008,265844,2151476,8.485913188,205035,0.808704913,1409151,5.558013686,537290,2.119194589,2001328,7.893695151,1124302,4.434504112,627415,2.474668192,94898,0.374299406,93431,0.368513223,2797,21516,21450,20623,18826,169241,81497,253535,240.9028435,283.5075958,223.4040653,264.5448307
2009_IDAHO,IDAHO,West,2009,267951,2182273,8.568215192,218777,0.858979795,1459554,5.730617918,503942,1.978617478,2078446,8.160561301,1157633,4.545191485,646213,2.537213283,100576,0.394889554,111190,0.436563091,2646,21605,21337,21019,19250,170477,81571,254694,241.0428023,287.3052151,221.0229244,242.4904243
2010_IDAHO,IDAHO,West,2010,266613,2177999,8.550729246,444112,1.743564376,1231537,4.834960642,502350,1.972204228,2098737,8.239550085,1159932,4.55384253,638912,2.508340695,100157,0.393212021,135181,0.53071472,1821,21144,21575,20588,19362,171179,81715,254715,241.0428023,287.3052151,221.0229244,242.4904243
2011_IDAHO,IDAHO,West,2011,265713,2089982,8.101584668,292602,1.134239375,1320153,5.117427473,477227,1.849917821,1960818,7.600894671,1104553,4.281677857,613667,2.378812429,98963,0.383619152,83524,0.323771572,1338,21901,21835,21172,19423,174825,81809,257972,240.3288325,286.6750633,220.8297706,272.34996
2012_IDAHO,IDAHO,West,2012,267556,1981482,7.550660189,266087,1.013954463,1238989,4.72130704,476406,1.815398685,1911706,7.284770887,1073312,4.089976184,609786,2.323658188,102831,0.3918491,69239,0.263843003,2683,22409,21884,21670,19130,177111,82631,262425,240.3288325,286.6750633,220.8297706,272.34996
2013_IDAHO,IDAHO,West,2013,272070,2015534,7.380745569,237912,0.871217226,1278155,4.680514867,499467,1.829013476,1967676,7.205492896,1113400,4.077193496,631575,2.3127838,107264,0.392793321,62882,0.230269518,4081,23396,22803,21991,21063,181856,87143,273080,240.7220198,286.4138816,219.302986,265.8282971
2014_IDAHO,IDAHO,West,2014,281452,2084970,7.745548567,232593,0.864070168,1319582,4.902174357,532795,1.979304042,2012852,7.477634175,1108768,4.119011973,650395,2.416181557,109175,0.405579104,91323,0.339259909,2597,21509,22799,22407,19879,181354,85232,269183,240.7220198,286.4138816,219.302986,265.8282971
2015_IDAHO,IDAHO,West,2015,274131,2167967,7.993890186,232449,0.857103351,1381205,5.092882453,554313,2.043904382,2029520,7.483398045,1130814,4.169622017,663005,2.444681659,108684,0.400747779,75680,0.27905296,2549,20988,22812,22350,20087,182320,86334,271203,238.7996247,283.7423253,221.6900662,262.2686053
1993_ILLINOIS,ILLINOIS,Midwest,1993,1856841,10584624,6.376206537,632724,0.381154674,3467071,2.088573083,6484829,3.906478781,10744695,6.472633747,5520683,3.325674586,3352722,2.019688931,426411,0.256871156,852085,0.513298342,42359,144758,138827,138518,106519,1114636,503024,1660019,224.9304113,276.909459,216.304288,253.2129518
1994_ILLINOIS,ILLINOIS,Midwest,1994,1875956,11309803,6.732294086,628532,0.374141112,3697747,2.201127664,6983524,4.15702531,10743708,6.395319337,5727974,3.409644313,3468903,2.064905565,446271,0.265648094,508619,0.302761479,42938,146314,143030,135134,109360,1123470,513525,1679933,224.9304113,276.909459,216.304288,253.2129518
1995_ILLINOIS,ILLINOIS,Midwest,1995,1897161,12236673,7.19601959,686758,0.403861738,4100518,2.411391385,7449397,4.380766467,11821661,6.951963507,6031588,3.546995609,3778799,2.222198111,457236,0.268886748,1023865,0.602104232,45947,151485,142660,132678,107244,1136499,518032,1700478,224.9304113,276.909459,216.304288,253.2129518
1996_ILLINOIS,ILLINOIS,Midwest,1996,1924970,12732129,7.008467654,728400,0.400951627,4191483,2.307223955,7812246,4.300292072,12423100,6.838361008,6303563,3.469829546,3960659,2.180165665,474624,0.261259288,1112689,0.612485537,50857,152268,145919,141348,123783,1206546,559275,1816678,224.9304113,276.909459,216.304288,253.2129518
1997_ILLINOIS,ILLINOIS,Midwest,1997,1952892,13929105,7.571898244,847818,0.460876103,4532935,2.464115431,8548352,4.646906711,13920593,7.567271098,6881301,3.740693387,4240388,2.305086109,527869,0.286950982,1598074,0.868717245,55835,153934,146478,145853,129084,1225615,558129,1839579,224.9304113,276.909459,216.304288,253.2129518
1998_ILLINOIS,ILLINOIS,Midwest,1998,1972406,14688777,7.910870085,962367,0.518297766,4807076,2.588925799,8919334,4.80364652,15207067,8.190003253,7391186,3.980638566,4544061,2.447274966,637882,0.343541306,1917001,1.032430805,59389,150953,152841,148529,127506,1238890,558505,1856784,224.9304113,276.909459,216.304288,253.2129518
1999_ILLINOIS,ILLINOIS,Midwest,1999,1987427,16208970,8.649277011,1089732,0.581492466,5665008,3.0229079,9454230,5.044876645,16783840,8.956033694,8205446,4.378512358,4827070,2.575775363,686866,0.366518928,2243726,1.197275812,58604,149840,158444,149397,126984,1251482,563940,1874026,224.9304113,276.909459,216.304288,253.2129518
2000_ILLINOIS,ILLINOIS,Midwest,2000,2003839,17595047,9.275259662,1283052,0.676363096,6344130,3.344319176,9967865,5.25457739,18073190,9.527313577,8738312,4.606416386,5245226,2.765030019,716792,0.377858151,2467748,1.300877655,60712,147619,160495,149045,124760,1263029,573246,1896987,224.9304113,276.909459,216.304288,253.2129518
2001_ILLINOIS,ILLINOIS,Midwest,2001,2025249,18534372,9.661233917,1411096,0.735548447,6637462,3.459846009,10485814,5.465839461,19337580,10.07991443,9317202,4.856688318,5702703,2.972593171,664402,0.346326443,2637635,1.37489464,57550,148348,159038,151737,131411,1275481,585396,1918427,224.9304113,276.909459,216.304288,253.2129518
2002_ILLINOIS,ILLINOIS,Midwest,2002,2047836,19084554,9.873626015,1438287,0.744115264,6808150,3.522279167,10838117,5.607231585,20563001,10.63851854,9904454,5.124189682,6025120,3.117169077,683101,0.353410607,2897117,1.498858699,60524,148274,157570,156451,135937,1277009,595349,1932882,224.9304113,276.909459,216.304288,253.2129518
2003_ILLINOIS,ILLINOIS,Midwest,2003,2062664,19627346,10.06428889,1618724,0.830031017,6792637,3.483051712,11215985,5.75120616,21278177,10.91078337,10409933,5.337887916,6336325,3.249069197,706758,0.362403388,2727980,1.398822786,67148,146803,160246,160271,136974,1276380,606669,1950197,232.8567753,277.160081,216.304288,267.2180754
2004_ILLINOIS,ILLINOIS,Midwest,2004,2079027,21082441,10.80459327,1752663,0.898226673,7265072,3.72329504,12064706,6.183071552,21681903,11.11181306,10829189,5.549878334,6608575,3.38684524,737667,0.378048818,2342761,1.200647483,68764,145797,158622,162192,132658,1268808,613676,1951248,232.8567753,277.160081,216.304288,267.2180754
2005_ILLINOIS,ILLINOIS,Midwest,2005,2072437,21611180,11.00635135,1835598,0.934851152,7152163,3.64252294,12623419,6.42897726,22035569,11.2224883,11063949,5.634755253,6900767,3.514489547,755227,0.384629331,2137191,1.088449361,72131,147726,154372,160911,138518,1260190,631198,1963519,233.067494,277.6722389,216.48972,266.0093654
2006_ILLINOIS,ILLINOIS,Midwest,2006,2097585,22724326,11.5302978,1886721,0.957320142,7144629,3.625176829,13692976,6.947800832,22622323,11.47854159,11327481,5.747551293,7242674,3.674924753,818234,0.415171024,2021097,1.025502376,75275,147440,153480,159038,143366,1254964,640597,1970836,233.067494,277.6722389,216.48972,266.0093654
2007_ILLINOIS,ILLINOIS,Midwest,2007,2101075,23897153,12.14872677,1862627,0.946913907,7566377,3.846560586,14468149,7.355252281,23401917,11.89696093,11692204,5.944029892,7509591,3.817691975,834000,0.423985155,2082140,1.058508935,77843,145755,152895,161310,144342,1249311,639896,1967050,237.2870413,280.497096,219.3868114,240.7936248
2008_ILLINOIS,ILLINOIS,Midwest,2008,2099118,25431714,12.89158216,1996023,1.011803392,8357924,4.23671263,15077767,7.643066134,25696866,13.02599027,12676038,6.425606441,8161836,4.137313723,885452,0.448844195,2559210,1.297288337,92782,146969,152951,159272,147796,1239444,640512,1972738,237.2870413,280.497096,219.3868114,240.7936248
2009_ILLINOIS,ILLINOIS,Midwest,2009,2117291,26987426,13.79670238,3346509,1.710825949,7879160,4.028039782,15761757,8.057836651,27716187,14.16926472,13520105,6.911843495,8764971,4.480890333,932950,0.476949283,2884993,1.474886482,84727,148097,154405,155003,146476,1230889,640462,1956078,238.2856688,282.431417,219.16578,272.4593163
2010_ILLINOIS,ILLINOIS,Midwest,2010,2098401,28253620,14.52307949,3809939,1.958405575,8696107,4.470020237,15747574,8.094653673,28560306,14.68072389,14668228,7.539842369,9146295,4.701428322,961079,0.494019057,1944264,0.99940116,78260,146225,153781,154293,146953,1230308,636861,1945429,238.2856688,282.431417,219.16578,272.4593163
2011_ILLINOIS,ILLINOIS,Midwest,2011,2072114,29507584,15.22887189,2894897,1.494057105,10030682,5.176837627,16582005,8.557977155,28525858,14.72220284,14636402,7.553850934,9271610,4.785080367,922651,0.476180425,1884866,0.97277984,80723,145489,151870,153828,145047,1226944,629941,1937608,238.8368789,283.2281347,219.3574983,262.1213748
2012_ILLINOIS,ILLINOIS,Midwest,2012,2071481,29900021,15.5279209,2430413,1.262181749,10142137,5.26709667,17327471,8.998642476,29067543,15.09559168,14896596,7.736220798,9358604,4.860185971,956171,0.496566462,2032447,1.055506825,81475,147315,151409,152505,146273,1219411,624679,1925565,238.8368789,283.2281347,219.3574983,262.1213748
2013_ILLINOIS,ILLINOIS,Midwest,2013,2069823,30057886,15.63989192,2311235,1.202595073,10382540,5.402302858,17364111,9.034993988,29517831,15.3588874,15285224,7.953295561,9509657,4.948119361,986182,0.513135884,1942608,1.010788954,80953,145117,152779,154578,144566,1219389,621531,1921873,239.000204,284.8976472,218.5401839,264.6157135
