PRIMARY_KEY,STATE,Region,YEAR,ENROLL,TOTAL_REVENUE,TOTAL_REVENUE_PS,FEDERAL_REVENUE,FEDERAL_REVENUE_PS,STATE_REVENUE,STATE_REVENUE_PS,LOCAL_REVENUE,LOCAL_REVENUE_PS,TOTAL_EXPENDITURE,TOTAL_EXPENDITURE_PS,INSTRUCTION_EXPENDITURE,INSTRUCTION_EXPENDITURE_PS,SUPPORT_SERVICES_EXPENDITURE,SUPPORT_SERVICES_EXP_PS,OTHER_EXPENDITURE,OTHER_EXPENDITURE_PS,CAPITAL_OUTLAY_EXPENDITURE,CAPITAL_OUTLAY_EXP_PS,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2000_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2000,203178,1586869,7.997041808,54657,0.275444485,865318,4.360778503,666894,3.36081882,1640395,8.266786607,902062,4.54595025,445733,2.246275802,49746,0.250695452,130011,0.655191703,1879,9188,16852,17209,13024,135299,61254,198432,229.6645638,278.2163256,225.7156413,263.3448642
2001_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2001,204721,1757828,8.943641405,76689,0.390185454,884225,4.498842504,796914,4.054613447,1796043,9.13807525,937479,4.769793177,486152,2.473489532,53143,0.270385917,166814,0.848731843,1830,9599,16612,17111,13309,132429,62286,196545,229.6645638,278.2163256,225.7156413,263.3448642
2002_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2002,203072,1887115,9.565037786,85440,0.433061487,943592,4.78269376,858083,4.349282539,1956047,9.914426766,1047490,5.309311532,523976,2.655826613,57559,0.291743752,186830,0.946967201,1923,9757,15939,17421,14280,131382,63988,197293,229.6645638,278.2163256,225.7156413,263.3448642
2003_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2003,203702,2028602,10.30390548,101294,0.51450398,957471,4.863295357,969837,4.926106147,2122604,10.78137111,1119824,5.687937138,570036,2.895391539,60830,0.308974639,214807,1.091072091,2221,9989,15810,17703,14445,129331,65325,196877,243.1101422,286.1984687,227.7895085,272.9066451
2004_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2004,203359,2194562,11.19286166,119354,0.608737785,968313,4.938659037,1106895,5.645464839,2236010,11.40425771,1195488,6.097313177,607041,3.096073811,64575,0.329350021,199297,1.016468776,2360,10116,15501,17237,14847,127173,66535,196068,243.1101422,286.1984687,227.7895085,272.9066451
2005_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2005,202223,2332695,11.9751277,125956,0.646607972,878957,4.512215406,1327782,6.81630432,2333264,11.97804872,1261140,6.474190816,651058,3.342272646,65668,0.337113376,163780,0.840781334,2525,10360,15151,17038,15001,125158,67112,194795,245.6259264,285.253357,227.4383241,261.1384723
2006_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2006,201044,2459051,12.72820489,130088,0.673343789,925677,4.79136322,1403286,7.26349788,2494247,12.91038163,1332640,6.897829676,696005,3.602566292,68406,0.354073821,201565,1.043313302,2531,10375,15080,16431,15492,123282,67384,193197,245.6259264,285.253357,227.4383241,261.1384723
2007_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2007,198625,2600123,13.66450497,137058,0.720285049,936882,4.923624286,1526183,8.020595639,2608190,13.70689972,1395619,7.334438704,733978,3.857296763,70608,0.371068356,208008,1.093150728,2614,10489,15026,16218,15959,121256,66413,190283,248.5715266,287.557061,229.0171734,268.1974428
2008_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2008,195668,2715463,14.52383321,136012,0.727469166,1008333,5.39313565,1571118,8.403228394,2715961,14.5264968,1495009,7.996154381,783298,4.189521089,74069,0.396162939,163893,0.876592536,2834,10968,14613,15783,15419,119193,64939,186966,248.5715266,287.557061,229.0171734,268.1974428
2009_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2009,197024,2816162,15.20843977,146867,0.793142555,1002239,5.412505198,1667056,9.002792014,2757401,14.89110606,1546316,8.350746067,822081,4.439577472,74820,0.404058951,112359,0.60678508,2987,11969,14560,15517,15588,117812,64372,185171,251.0717526,292.3218172,229.1445204,251.3056546
2010_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2010,196648,2906573,15.90542352,185175,1.013319397,1060998,5.806020543,1660400,9.086083583,2856965,15.63395735,1612216,8.822409859,837094,4.580767315,76110,0.416491099,131261,0.71828982,3097,11970,14294,15407,15019,116509,63135,182741,251.0717526,292.3218172,229.1445204,251.3056546
2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2011,189275,2947007,16.37362558,184768,1.026574437,1061011,5.894996805,1701228,9.452054338,3001244,16.67496736,1654129,9.19037142,855476,4.753040531,77384,0.42994694,206241,1.145878823,3228,11915,14190,15164,14911,114489,62268,179985,251.7788368,292.1087397,230.3926764,266.7620513
2012_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2012,190778,2963221,16.73360929,187243,1.057380197,1029325,5.81270259,1746653,9.863526502,2961684,16.72492969,1654634,9.343885883,868513,4.904580929,78190,0.441546854,160056,0.903852453,3260,11892,13907,14784,14600,113017,60805,177082,251.7788368,292.1087397,230.3926764,266.7620513
2013_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2013,187703,2976317,17.03721915,163890,0.938149346,1020089,5.839256991,1792338,10.25981282,2878534,16.47748361,1642945,9.404648101,879507,5.03452875,76488,0.437837374,72588,0.415512751,3464,11615,13953,14690,14140,111854,59377,174695,252.9935252,295.6651233,231.9983664,271.7657825
2014_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2014,184846,3042994,17.58224323,161989,0.935963067,1003995,5.801025007,1877010,10.84525515,2960615,17.10626213,1682021,9.718619996,913353,5.277300777,75750,0.437679116,87603,0.506165064,3639,11580,13590,14423,13856,110626,58807,173072,252.9935252,295.6651233,231.9983664,271.7657825
2015_NEW_HAMPSHIRE,NEW_HAMPSHIRE,Northeast,2015,183039,3093061,18.06483472,164905,0.963117626,1000063,5.840807149,1928093,11.26090994,3044720,17.78250204,1697165,9.912188997,938368,5.480481252,75581,0.441426235,125475,0.732829109,3743,11192,13639,14319,13947,109370,58107,171220,249.1506214,294.4130187,231.9498476,269.4262109
1993_NEW_JERSEY,NEW_JERSEY,Northeast,1993,653488,6747567,6.866913965,331924,0.337794875,3104597,3.159509271,3311046,3.369609819,6641624,6.759097108,3676378,3.741403594,2092298,2.129305327,203775,0.207379251,342746,0.348808288,9225,90827,84767,79459,64402,685132,288263,982620,227.148047,271.9055612,219.3904683,262.1029227
1994_NEW_JERSEY,NEW_JERSEY,Northeast,1994,651554,6957898,6.930059949,293378,0.292204216,3102722,3.090308232,3561798,3.547547502,6765105,6.7380383,3522248,3.508155738,2430560,2.420835504,268715,0.267639891,320715,0.319431842,10283,92316,87374,80901,65662,701250,292484,1004017,227.148047,271.9055612,219.3904683,262.1029227
1995_NEW_JERSEY,NEW_JERSEY,Northeast,1995,1171658,11870183,11.61434227,397612,0.389042179,4369467,4.275290892,7103104,6.950009197,11961696,11.70388287,6065026,5.934305127,4166818,4.077009632,491691,0.481093473,719638,0.70412748,9301,93978,88686,81997,65647,715896,296831,1022028,227.148047,271.9055612,219.3904683,262.1029227
1996_NEW_JERSEY,NEW_JERSEY,Northeast,1996,1193928,12389781,11.77508618,408872,0.388586613,4589725,4.362014744,7391184,7.024484819,12469216,11.85058016,6636622,6.307358941,4099193,3.895819533,469558,0.446261795,753213,0.715843806,9737,92831,91665,82728,67460,738245,304221,1052203,227.2401672,271.9055612,219.3904683,262.1029227
1997_NEW_JERSEY,NEW_JERSEY,Northeast,1997,1216721,12910890,12.10481806,427260,0.400584666,4799701,4.500038909,7683929,7.204194485,13242022,12.41527633,7106433,6.662753577,4171762,3.911304333,496433,0.465438955,938533,0.879937108,10220,92171,94806,83985,68008,750044,306327,1066591,227.2401672,271.9055612,219.3904683,262.1029227
1998_NEW_JERSEY,NEW_JERSEY,Northeast,1998,1238948,13786951,12.7876475,477055,0.442477178,5246527,4.866249098,8063369,7.478921222,13973201,12.96039776,7267644,6.74087183,4442457,4.120459567,516387,0.478958323,1110805,1.030291816,10560,90689,97881,86032,68618,759641,307945,1078146,227.2401672,271.9055612,219.3904683,262.1029227
1999_NEW_JERSEY,NEW_JERSEY,Northeast,1999,1257772,14977501,13.54164026,534670,0.483412339,5870448,5.307660802,8572383,7.750567117,14927302,13.49625373,7900043,7.142682904,4702475,4.251658856,536974,0.48549546,1113055,1.006348816,14194,89520,100361,88757,69647,779208,312631,1106033,227.2401672,271.9055612,219.3904683,262.1029227
2000_NEW_JERSEY,NEW_JERSEY,Northeast,2000,1279542,15651060,13.85338885,578978,0.512476942,6093162,5.39330515,8978920,7.947606757,15907248,14.08015125,8244717,7.297733863,5041897,4.462787803,568802,0.503469751,1320024,1.168406853,15183,89912,100837,92089,70455,792026,322555,1129764,227.2401672,271.9055612,219.3904683,270.5182666
2001_NEW_JERSEY,NEW_JERSEY,Northeast,2001,1301195,16854895,14.36276803,620507,0.528760227,6617681,5.639205531,9616707,8.194802273,17144456,14.60951519,8782754,7.484155693,5499870,4.686671558,610241,0.520012135,1466889,1.249998083,19751,89533,101038,97127,76271,804356,349406,1173513,227.2401672,271.9055612,219.3904683,270.5182666
2002_NEW_JERSEY,NEW_JERSEY,Northeast,2002,1326196,18071365,15.02347709,720470,0.598956666,7336383,6.099040216,10014512,8.325480204,18155147,15.09312855,9328162,7.754888912,5983500,4.974332329,611449,0.508322976,1406121,1.16896685,21590,91189,101577,101559,82008,812176,369109,1202875,227.2401672,271.9055612,219.3904683,270.5182666
2003_NEW_JERSEY,NEW_JERSEY,Northeast,2003,1350330,19785039,16.25555222,797717,0.655410907,8135014,6.683795009,10852308,8.916346308,19812932,16.27846934,10169992,8.35574982,6429003,5.282122214,677268,0.556449009,1626453,1.336307282,22746,93201,99937,103603,84539,811469,382910,1217125,238.7765412,281.4071199,225.073328,264.3782925
2004_NEW_JERSEY,NEW_JERSEY,Northeast,2004,1363189,21398391,17.27394336,893414,0.721212302,8779155,7.087010713,11725822,9.465720349,21467607,17.32981828,10880932,8.783679255,6888193,5.560523488,744615,0.601093668,1970698,1.590854454,25211,93157,100557,104437,88378,813471,400085,1238767,238.7765412,281.4071199,225.073328,264.3782925
2005_NEW_JERSEY,NEW_JERSEY,Northeast,2005,1368959,23026334,18.55416738,937945,0.755777647,9340953,7.526756339,12747436,10.27163339,23023365,18.55177501,11575456,9.32727494,7408034,5.969248199,817943,0.659082393,2179605,1.756282871,26794,93151,98565,103587,92175,806925,407314,1241033,243.9789314,283.9026042,223.2983935,268.3566729
2006_NEW_JERSEY,NEW_JERSEY,Northeast,2006,1371155,23915685,19.34683353,982557,0.794849351,9540387,7.717791863,13392741,10.83419231,24177714,19.55880452,12309954,9.958260898,7892051,6.384353904,837293,0.67733658,2033738,1.645212777,27952,93043,98149,102827,94685,800060,408143,1236155,243.9789314,283.9026042,223.2983935,268.3566729
2007_NEW_JERSEY,NEW_JERSEY,Northeast,2007,1363804,25293076,20.48727376,991769,0.803328271,10101279,8.181988944,14200028,11.50195654,25572112,20.71329162,13250745,10.73304174,8316185,6.736071118,868012,0.703085677,1997462,1.617934917,28540,91115,98195,100884,97078,794703,411332,1234575,248.6215224,288.5834514,230.646972,250.0635701
2008_NEW_JERSEY,NEW_JERSEY,Northeast,2008,1353191,25916004,20.97103415,976009,0.78977909,10359646,8.382947079,14580349,11.79830798,26168480,21.17533581,13739017,11.1175085,8737387,7.070227383,899413,0.727798187,1625458,1.315308302,30746,93504,99242,100894,97515,795554,409500,1235800,248.6215224,288.5834514,230.646972,250.0635701
2009_NEW_JERSEY,NEW_JERSEY,Northeast,2009,1354912,26510413,21.21623981,1014556,0.811947494,10401527,8.324324908,15094330,12.07996741,26145334,20.92406769,13800343,11.04439175,8687138,6.952302218,952796,0.762521068,1499241,1.1998401,33937,95251,99911,100749,98733,802749,412848,1249534,246.5298698,292.6572271,229.3944864,266.8764602
2010_NEW_JERSEY,NEW_JERSEY,Northeast,2010,1369553,26676217,21.28520636,2386865,1.904502204,9059511,7.228669685,15229841,12.15203447,26736651,21.33342722,14481471,11.55490295,8958765,7.148283497,962529,0.768011011,1154089,0.920858551,53564,92413,98641,99630,97358,794568,405143,1253275,246.5298698,292.6572271,229.3944864,266.8764602
2011_NEW_JERSEY,NEW_JERSEY,Northeast,2011,1399409,26242376,21.61964243,1283994,1.057811654,9331426,7.687645872,15626956,12.87418491,25716298,21.18623586,14113108,11.62700925,8634990,7.113890763,909456,0.749250507,917304,0.755716041,36581,90955,96459,98968,94059,783107,394133,1213821,248.0041626,294.1387714,231.2376297,272.8741408
2012_NEW_JERSEY,NEW_JERSEY,Northeast,2012,1330300,27574528,22.52506227,1371038,1.119972618,10401941,8.497130711,15801549,12.90795894,26432652,21.59228735,14491817,11.83806592,8921990,7.288189313,943029,0.770340908,940577,0.76833792,35128,94830,98152,100052,97048,788168,400875,1224171,248.0041626,294.1387714,231.2376297,272.8741408
2013_NEW_JERSEY,NEW_JERSEY,Northeast,2013,1338657,28070096,22.86912988,1145079,0.932913103,10986132,8.950567164,15938885,12.98564961,28179900,22.95858885,15489942,12.61988899,9131634,7.439679719,1218744,0.992929088,933676,0.760679896,36024,92017,98832,99950,95646,792008,399391,1227423,246.8709092,296.0533511,228.7197441,269.2219146
2014_NEW_JERSEY,NEW_JERSEY,Northeast,2014,1335350,28454548,22.77105265,1142878,0.914600194,11047025,8.840498466,16264645,13.01595399,27742203,22.20099104,14956606,11.96918197,9205196,7.36655535,1273398,1.019050203,895858,0.716919829,55106,92560,97428,99751,95666,792613,401874,1249593,246.8709092,296.0533511,228.7197441,269.2219146
2015_NEW_JERSEY,NEW_JERSEY,Northeast,2015,1339230,29335237,23.36506555,1154004,0.919146455,11423305,9.098486918,16757928,13.34743217,28809725,22.94650331,15339450,12.21763624,9414336,7.498373977,1271558,1.01277641,1290946,1.028218654,63284,91870,98565,98128,97602,790025,402208,1255517,245.3832201,293.3659382,229.4876744,259.4173764
1993_NEW_MEXICO,NEW_MEXICO,West,1993,281407,1217194,4.19242109,154018,0.530489233,897725,3.092063569,165451,0.569868289,1223185,4.213056088,587753,2.024416874,427793,1.473461417,62453,0.21510891,128202,0.44157034,1933,23723,24182,24899,16767,200631,87768,290332,213.2990899,259.6067177,204.5359107,268.8724579
1994_NEW_MEXICO,NEW_MEXICO,West,1994,286759,1342868,4.558523206,164101,0.557060125,982237,3.334318904,196530,0.667144176,1223759,4.15419371,622138,2.111920539,391385,1.328602368,63549,0.215724547,129528,0.439698015,4174,24055,24294,25443,16925,200939,89471,294584,213.2990899,259.6067177,204.5359107,268.8724579
1995_NEW_MEXICO,NEW_MEXICO,West,1995,327253,1646265,5.555549931,205847,0.694659296,1215392,4.101509139,225026,0.759381496,1540683,5.199248805,774207,2.612669069,494348,1.668245998,79707,0.268982344,171166,0.577623444,3426,24329,24200,25893,17078,201484,91418,296328,213.2990899,259.6067177,204.5359107,268.8724579
1996_NEW_MEXICO,NEW_MEXICO,West,1996,329661,1750519,5.85516607,215525,0.720891728,1281567,4.286607352,253427,0.84766699,1642517,5.493919122,798365,2.670384988,519816,1.738689501,81877,0.273863598,218014,0.729216978,3894,24324,25029,26017,17073,201794,93282,298970,213.844025,261.9703667,205.9486053,268.8724579
1997_NEW_MEXICO,NEW_MEXICO,West,1997,332849,1768148,5.753311619,231271,0.752524184,1287163,4.188252252,249714,0.812535182,1826524,5.943259134,884961,2.879541986,575080,1.87123162,90233,0.293605834,249670,0.812392012,4131,24346,25521,25525,18080,207116,96080,307327,213.844025,261.9703667,205.9486053,268.8724579
1998_NEW_MEXICO,NEW_MEXICO,West,1998,331673,1913783,6.2748218,253889,0.832439327,1383314,4.535544962,276580,0.906837512,1933538,6.339593566,941273,3.086201696,620639,2.034921998,95879,0.314363561,247033,0.809960196,2932,23759,25701,25716,18724,205794,96268,304994,213.844025,261.9703667,205.9486053,268.8724579
1999_NEW_MEXICO,NEW_MEXICO,West,1999,328715,2068337,6.850204347,277349,0.918562751,1509815,5.000413992,281173,0.931227603,2098998,6.951751684,998467,3.306861011,688769,2.281160371,104374,0.345680239,276238,0.914883188,3127,22557,25573,25322,18941,202908,95903,301938,213.844025,261.9703667,205.9486053,268.8724579
2000_NEW_MEXICO,NEW_MEXICO,West,2000,324489,2191695,7.348738101,296222,0.993230307,1571088,5.267847144,324385,1.08766065,2165031,7.259333894,1048533,3.515723861,727644,2.439785274,101479,0.340258382,255735,0.857477677,3090,22065,25493,24870,19102,199724,95427,298241,213.8683008,259.844673,207.5011702,264.7230459
2001_NEW_MEXICO,NEW_MEXICO,West,2001,319524,2373143,7.960281495,327191,1.097503379,1691663,5.674379367,354289,1.188398748,2315182,7.765861742,1096488,3.677971844,761848,2.555482133,114558,0.384264213,308741,1.035616172,3499,22137,25163,25012,18658,199400,95224,298123,213.8683008,259.844673,207.5011702,264.7230459
2002_NEW_MEXICO,NEW_MEXICO,West,2002,317548,2537261,8.525857202,352892,1.185808949,1832491,6.157646608,351878,1.182401645,2542682,8.544073173,1195658,4.017722012,814180,2.735856665,123712,0.415704512,373224,1.25412976,3529,22638,24995,25630,19002,198330,95737,297596,213.8683008,259.844673,207.5011702,264.7230459
2003_NEW_MEXICO,NEW_MEXICO,West,2003,320264,2626262,8.770871322,383513,1.280810206,1905419,6.363487293,337330,1.126573824,2658140,8.877333601,1239571,4.139768894,851701,2.844407708,131177,0.438089036,399406,1.33388772,3976,23636,24382,25857,19505,198420,97034,299430,222.5180092,263.2729067,203.1853126,267.7113584
2004_NEW_MEXICO,NEW_MEXICO,West,2004,323066,2855893,9.472973152,492102,1.632298211,1989564,6.599367118,374227,1.241307823,2882631,9.561662874,1340535,4.446543363,913532,3.03017799,140297,0.465363973,443894,1.472392679,5322,24624,23880,26211,19518,197954,98202,301478,222.5180092,263.2729067,203.1853126,267.7113584
2005_NEW_MEXICO,NEW_MEXICO,West,2005,326102,2982991,9.889963464,480888,1.594361079,2102670,6.971301448,399433,1.324300937,3011696,9.985133513,1395996,4.628357724,955266,3.167138566,149000,0.494002347,466166,1.545550995,6070,25140,23987,25987,19119,198342,97206,301618,224.0272183,263.275163,206.7916207,250.5306689
2006_NEW_MEXICO,NEW_MEXICO,West,2006,326761,3094036,10.22646024,446994,1.477412147,2197044,7.261707078,449998,1.487341019,3099738,10.24530659,1500318,4.958876491,1016791,3.360714852,153346,0.506841799,385590,1.274458605,5852,25668,24311,25563,19329,198571,98129,302552,224.0272183,263.275163,206.7916207,250.5306689
2007_NEW_MEXICO,NEW_MEXICO,West,2007,327816,3272953,10.79313358,444466,1.465704185,2360542,7.784299112,467945,1.543130285,3279467,10.81461463,1610295,5.310228727,1103097,3.637654826,119933,0.395499993,396529,1.307623564,5378,25796,24452,25063,19594,198544,99322,303244,228.0643128,267.5380787,211.6318846,263.442316
2008_NEW_MEXICO,NEW_MEXICO,West,2008,329045,3569311,11.71937353,467492,1.534949847,2542639,8.348428086,559180,1.8359956,3599724,11.81923071,1732652,5.688939964,1129277,3.707835766,125528,0.412155041,569550,1.870044161,6365,25680,25119,24366,19940,199370,98830,304565,228.0643128,267.5380787,211.6318846,263.442316
2009_NEW_MEXICO,NEW_MEXICO,West,2009,328737,3703477,12.01830584,519973,1.687385812,2615320,8.487082715,568184,1.843837315,3945515,12.80375333,1807514,5.865638173,1167618,3.789085292,132017,0.428413807,784529,2.54590739,7406,26266,25358,24126,20150,201671,99076,308153,230.0295892,269.7042538,207.6457308,270.393926
2010_NEW_MEXICO,NEW_MEXICO,West,2010,331436,3638606,11.68339359,753816,2.4204679,2307843,7.410375874,576947,1.852549818,3814058,12.24676175,1800983,5.782872133,1178045,3.782647367,135042,0.433613543,634137,2.036184232,7980,26688,25955,24469,20594,204677,98777,311434,230.0295892,269.7042538,207.6457308,270.393926
2011_NEW_MEXICO,NEW_MEXICO,West,2011,331373,3591330,11.57481685,636436,2.051226186,2355210,7.590815771,599684,1.932774897,3694437,11.90712957,1744548,5.622658901,1124390,3.623896529,140296,0.452172456,616478,1.986901773,7652,26954,25703,24436,20671,204875,97744,310271,232.8403707,274.4547015,208.0141194,267.7038652
2012_NEW_MEXICO,NEW_MEXICO,West,2012,328690,3478709,11.20147927,491732,1.58338217,2380982,7.66678688,605995,1.951310222,3616691,11.64578275,1688871,5.43818224,1097238,3.533117807,142740,0.459624289,615427,1.981681361,7509,27662,25474,25177,20559,205807,97242,310558,232.8403707,274.4547015,208.0141194,267.7038652
2013_NEW_MEXICO,NEW_MEXICO,West,2013,327209,3518621,11.28211533,519318,1.665142557,2401884,7.701406969,597419,1.915565802,3536546,11.33959009,1709797,5.482297452,1096508,3.515846041,145330,0.465986482,514077,1.648337801,7865,27368,25597,25062,20133,206295,97716,311876,232.7814329,272.7618089,205.7564054,261.6959822
2014_NEW_MEXICO,NEW_MEXICO,West,2014,326637,3601387,11.48017086,466320,1.486492087,2505492,7.986777386,629575,2.006901388,3576216,11.39993306,1709599,5.449702746,1088329,3.469275275,147184,0.469179643,562323,1.792521637,8004,26660,25641,25272,21147,206441,99260,313705,232.7814329,272.7618089,205.7564054,261.6959822
2015_NEW_MEXICO,NEW_MEXICO,West,2015,326297,3789651,12.18545135,499789,1.60704892,2595682,8.346298047,694180,2.232104387,3846641,12.36870012,1773801,5.703576872,1256303,4.039585464,154435,0.496578756,587243,1.888253301,8509,24696,25681,24957,21106,205691,96798,310998,231.167236,270.8975344,207.2404464,274.8067463
1993_NEW_YORK,NEW_YORK,Northeast,1993,2663637,22688753,9.516659263,1276362,0.535362267,8848470,3.711436851,12563921,5.269860145,23934282,10.03908882,14029639,5.884646633,6425626,2.695189691,935895,0.392555458,1625848,0.681952042,31687,205238,198259,188274,143055,1608489,743933,2384109,218.4455353,266.4223001,211.7409208,255.010828
1994_NEW_YORK,NEW_YORK,Northeast,1994,2702937,23933662,9.943733643,1442038,0.599124437,9092275,3.777573228,13399349,5.567035979,25359726,10.53622135,14829280,6.161130313,6782725,2.818023033,992378,0.412303913,1717307,0.713490622,32227,212239,202024,191181,144139,1627846,746836,2406909,218.4455353,266.4223001,211.7409208,255.010828
1995_NEW_YORK,NEW_YORK,Northeast,1995,2738361,25063999,10.240896,1368074,0.558981173,9932669,4.058387901,13763256,5.623526931,26540967,10.84437016,15693535,6.41221937,6970608,2.848119792,945437,0.386295978,1811288,0.740073922,32087,216112,203089,194347,142841,1653846,761509,2447442,218.4455353,266.4223001,211.7409208,255.010828
1996_NEW_YORK,NEW_YORK,Northeast,1996,2788343,26026366,10.50265044,1510447,0.609524082,10284155,4.150056334,14231764,5.743070027,26974514,10.88526502,15973623,6.445977847,6953428,2.805978509,942356,0.38027728,1835923,0.740866301,31566,210795,205572,196724,146738,1677128,769382,2478076,222.6340587,270.231486,215.7792157,255.010828
1997_NEW_YORK,NEW_YORK,Northeast,1997,2818497,26775074,10.71006387,1446691,0.578678252,10477889,4.191169012,14850494,5.940216609,28227561,11.29106053,16259479,6.503812412,7136050,2.854429134,933478,0.373392395,2561130,1.024455278,32086,206548,210379,197148,146818,1691688,776218,2499992,222.6340587,270.231486,215.7792157,255.010828
1998_NEW_YORK,NEW_YORK,Northeast,1998,2834992,27900803,11.08137747,1522836,0.604825622,11033327,4.38211263,15344640,6.094439215,29853891,11.85708652,17266937,6.857918985,7384638,2.932960787,1044857,0.414986437,2723181,1.081567314,38196,202894,214629,200097,148315,1705145,774469,2517810,222.6340587,270.231486,215.7792157,255.010828
1999_NEW_YORK,NEW_YORK,Northeast,1999,2850352,30215370,11.91500093,1794853,0.707774724,12605931,4.970969396,15814586,6.236256807,31841870,12.55638804,18323434,7.225585293,7913623,3.120624549,893364,0.352285373,3309820,1.305180389,37613,199271,219305,202221,150444,1717122,781175,2535910,222.6340587,270.231486,215.7792157,255.010828
2000_NEW_YORK,NEW_YORK,Northeast,2000,2861478,31906526,12.56379587,1938590,0.763356344,13766358,5.42076288,16201578,6.379676645,33683043,13.26333291,19856637,7.818925003,8377510,3.298802431,1057876,0.41655861,3266115,1.286094329,39062,194673,217881,203482,151043,1718478,782021,2539561,226.5590607,276.2628588,222.4450547,255.010828
2001_NEW_YORK,NEW_YORK,Northeast,2001,2856277,34373567,13.48803939,1912495,0.750454787,16032781,6.291194091,16428291,6.446390509,38062603,14.9356012,22052316,8.653233654,9100764,3.571100529,1157116,0.454047326,4579196,1.796856754,40212,190402,214283,210369,153505,1717579,790657,2548448,226.5590607,276.2628588,222.4450547,255.010828
2002_NEW_YORK,NEW_YORK,Northeast,2002,2846068,35748163,13.98140632,2206496,0.862979088,17337735,6.780933544,16203932,6.337493684,39585780,15.48233051,23167459,9.060987486,9379511,3.668405404,1183476,0.462867388,4809068,1.880866821,41752,189198,212414,215632,158474,1712691,802393,2556836,226.5590607,276.2628588,222.4450547,255.010828
2003_NEW_YORK,NEW_YORK,Northeast,2003,2879228,38033080,14.95243756,2591430,1.018802455,17509618,6.88378301,17932032,7.0498521,41603390,16.3560798,24786376,9.744589173,10000845,3.931761784,1156927,0.454837703,4489672,1.76508293,41456,188638,206912,219335,163362,1681670,820478,2543604,235.9300755,279.749257,222.1882071,255.010828
2004_NEW_YORK,NEW_YORK,Northeast,2004,2842785,40820776,16.04791481,3058888,1.202543872,17705556,6.960603944,20056332,7.884766997,42953568,16.88638159,25761741,10.12774047,10702312,4.207411228,1168325,0.459304842,3867760,1.520536577,39801,188633,202267,218176,166975,1662931,840949,2543681,235.9300755,279.749257,222.1882071,255.010828
2005_NEW_YORK,NEW_YORK,Northeast,2005,2816426,43936450,17.44447908,3156023,1.25306385,19202847,7.624276943,21577580,8.567138283,45086872,17.90124134,27866708,11.06416665,11303872,4.488076724,1182179,0.469371031,3342778,1.327212847,40519,189924,196279,216226,173867,1626722,851404,2518645,238.1739767,279.7162537,222.6952,264.6593688
2006_NEW_YORK,NEW_YORK,Northeast,2006,2787366,47018793,18.81276973,3340216,1.33645954,20183518,8.075661925,23495059,9.400648261,48359774,19.34931193,29589517,11.83911228,11898562,4.760754003,1264799,0.506060892,3970683,1.58871677,44649,186373,192095,210851,179030,1596900,857753,2499302,238.1739767,279.7162537,222.6952,264.6593688
2007_NEW_YORK,NEW_YORK,Northeast,2007,2754976,50762544,20.53366406,3269310,1.322449742,22845772,9.241211539,24647462,9.970002775,51253984,20.73245362,31465706,12.72801135,12638159,5.112188845,1318628,0.533390611,4216048,1.705409273,48561,184672,191647,205135,185680,1571259,852342,2472162,242.5430182,280.1411772,223.7520273,270.93785
2008_NEW_YORK,NEW_YORK,Northeast,2008,2727552,53147343,21.75739922,3129776,1.281264162,24036865,9.84018463,25980702,10.63595042,54870811,22.4629506,33446544,13.69230839,13610428,5.571821634,1375430,0.563071979,4805621,1.967319694,50758,187194,190067,201895,185896,1552130,839837,2442725,242.5430182,280.1411772,223.7520273,270.93785
2009_NEW_YORK,NEW_YORK,Northeast,2009,2696688,55885116,22.7225147,3197833,1.300217527,25768345,10.47723687,26918938,10.9450603,57851481,23.52202557,35195372,14.31020305,14079990,5.724829841,1415237,0.575425906,5463718,2.221511226,51251,190741,193473,198690,188377,1550122,858087,2459460,240.6410988,282.5769154,224.3687488,267.0678566
